key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-484616229,Controlling temperature using proportional integral and derivative control algorithm for hybrid forced convection solar dryer,2024,,,International Journal of Electrical and Computer Engineering,20888708 (ISSN),14,1,239-247,"Arifin, M.A. and Pangaribuan, P. and Pramudita, B.A. and Megantoro, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183850001&doi=10.11591%2Fijece.v14i1.pp239-247&partnerID=40&md5=386d999447395da10661e2bc2accd73d,English,Institute of Advanced Engineering and Science,"[""School of Electrical Engineering, Telkom University, Bandung, Indonesia"", ""Faculty of Advanced Technology and Multidiscipline, Universitas Airlangga, Surabaya, Indonesia""]","Drying is one of the crucial processes in agricultural production, especially in grain processing. The drying process can improve grain quality and affect the grain content. However, maintaining the temperature is a challenge in the drying process. Because it can influence the drying performance and produce a low-efficiency reduction of water content, in this study, the hybrid drying system is proposed to improve the performance of the forced convection dryer system. The proposed system used a proportional integral and derivative (PID) control system to obtain the optimal temperature. The proposed system was compared with natural drying and forced convection methods. The experimental result showed that the proposed system performed excellently for three performance evaluations. The average temperature was obtained as the highest of the other methods, with 54.68 °C and 54.55 °C for coffee and cocoa beans. The water content can be reduced by an average of 27.38% and 42.67% for coffee and cocoa beans. Then, the proposed system also had the highest reduction efficiency of water content than the other methods, with 62.71% and 36.94% reductions for coffee and cocoa beans, respectively. The results indicate that the proposed hybrid system performs better than the other methods. © 2024 Institute of Advanced Engineering and Science. All rights reserved.","Export Date: 08 March 2026; Cited By: 1; Correspondence Address: B.A. Pramudita; School of Electrical Engineering, Telkom University, Gedung Deli, Bandung, Telekomunikasi Street, Terusan Buah Batu, 40257, Indonesia; email: brahmantyaajip@telkomuniversity.ac.id | RAYYAN-LABELS: dryer_design,drying_kinetics",10.11591/ijece.v14i1.pp239-247,Drying control;Food industry;Forced convection;Hybrid system;Solar dryer,,
rayyan-484616231,"Harmonizing Drying Time, Layer Thickness, and Drier Zones for Drying Kinetics: Quality and Safety of Solar Tunnel-Dried Wet-Processed Parchment Coffee (Coffea arabica L.)",2023,,,International Journal of Food Science,23567015 (ISSN),2023,,,"Abdissa, Z.K. and Tola, Y.B. and Taye, A.H. and Mohammed, H.H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173953503&doi=10.1155%2F2023%2F6677592&partnerID=40&md5=476a191fa20efdf4e6998ca2089a1972,English,Hindawi Limited,"Jimma University, College of Agriculture and Veterinary Medicine, Department of Postharvest Management, P.O. BOX 307, Ethiopia","Tunnel solar dryer is the recently used drying method for better quality and safety of parchment coffee. However, the higher variation of drying temperature and RH along the long tunnel solar dryer results in a heterogeneous environment in the tunnel, which could make parchment coffee dried at different times or with different moisture contents. This study is aimed at investigating the effect of solar tunnel dryer zones at different zones of the dryer, divided into three zones from the inlet to the exit side of the drier and drying layer thicknesses on the drying time, drying kinetics, physicochemical, sensory, and fungal growth loads of parchment coffee. Furthermore, seven mathematical models were evaluated to select the best-fitting model for a specific zone to predict drying time. Results showed that dryer zones significantly (p<0.05) interacted with layer thickness for most of the measured parameters except titratable acidity and sensory properties. The dryer zone, coupled with the reduction in drying layer thickness, caused an increase in effective diffusivity and moisture removal rate and reduced drying time. The drying time to reach constant moisture content varied from 14 to 17 hours. Overall raw bean, cup, and total quality varied from 36.3 to 37, 48 to 51, and 84.3 to 87.3%, respectively. Values for physicochemical parameters ranged from 5.3 to 6.9 (pH), 2.1 to 2.6% (titratable acidity), 2.3 to 4.3°Brix TSS, 10.9 to 15.2% (ether extract), 39.2 to 53.5GAE/g (total phenolic content), and 38.5 to 59.2 (DPPH scavenging capacity). The fungal infection percentage at the end of drying varied from 4 to 93.3%, which could be associated with potential mycotoxin formation if recommended conditions were not maintained. In general, for better quality, similar drying times, and a lesser fungal load, it is recommended to use 4, 5, and 6 cm layer thickness in zones one, two, and three, respectively. The drying kinetics of parchment coffee in different dryer zones with different drying layer thicknesses showed variation. Zone one at 2 and 4 cm layer thicknesses is best described by the Verma model. Four- and six-centimetre layer thicknesses in zones 2 and 3 are best described by the modified Midilli model.  © 2023 Zenaba Kadir Abdissa et al.","Export Date: 08 March 2026; Cited By: 5; Correspondence Address: Z.K. Abdissa; Jimma University, College of Agriculture and Veterinary Medicine, Department of Postharvest Management, P.O. BOX 307, Ethiopia; email: zenakukku@gmail.com; Y.B. Tola; Jimma University, College of Agriculture and Veterinary Medicine, Department of Postharvest Management, P.O. BOX 307, Ethiopia; email: yetenayet@gmail.com; A.H. Taye; Jimma University, College of Agriculture and Veterinary Medicine, Department of Postharvest Management, P.O. BOX 307, Ethiopia; email: addisalemh@gmail.com | RAYYAN-LABELS: coffee_quality,drying_kinetics,coffee_drying_stage",10.1155/2023/6677592,"",,
rayyan-484616234,Comparative study of mathematical and experimental models of coffee bean drying rate in a solar dryer simulator,2024,,,E3S Web of Conferences,25550403 (ISSN),519,,,"Sihombing, H.V. and Ambarita, H. and Silalahi, J.F. and Ambarita H. and Selvasembian R. and Fachrudin H.T. and Huda A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192792040&doi=10.1051%2Fe3sconf%2F202451903035&partnerID=40&md5=61e2d48ce1a7d543d16358699f2880c1,English,EDP Sciences,"[""Mechanical Engineering Department, University of Sumatera Utara, Medan, 20155, Indonesia"", ""Sustainable Energy Research Centre, University of Sumatera Utara, Medan, 20155, Indonesia""]","The drying process of coffee beans requires heat energy to evaporate the moisture content in the material to be dried. Arabica coffee is dried at controlled temperatures (50 C, 60 C and 70 C) and wind speeds (0.4 m/s, 0.8 m/s and 1 m/s). The initial moisture content of the coffee bean test of 70% was dried to a moisture content of 11%. The drying air temperature is important for drying at high temperatures using a solar dryer simulator, which results in rapid moisture removal and reduced drying time. Drying was carried out to obtain the rate of reduction of moisture content experimentally compared to theoretically on mathematical models of drying agricultural products (Newton, Modified Henderson and Pabis and Modified Midili). Drying parameters are related to mass loss, temperature and humidity. From the results of the calculation of the experimental water content reduction rate with 3 formulas, the closest equation is Modified Midili. © 2024 The Authors, published by EDP Sciences.","Export Date: 08 March 2026; Cited By: 0; Correspondence Address: H. Ambarita; Mechanical Engineering Department, University of Sumatera Utara, Medan, 20155, Indonesia; email: himsar@usu.ac.id; Conference name: 5th Talenta Conference on Engineering, Science and Technology, TALENTA CEST 2024; Conference date: 6 March 2024 through 7 March 2024; Conference code: 199204 | RAYYAN-LABELS: solar_drying,coffee_quality,drying_kinetics,coffee_drying_stage",10.1051/e3sconf/202451903035,"",,
rayyan-484616237,Determination of appropriate effective diffusivity for different food materials,2017,,,Drying Technology,,35,3,335-346,"Khan, M.I.H. and Kumar, C. and Joardder, M.U.H. and Karim, M.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011390775&doi=10.1080%2F07373937.2016.1170700&partnerID=40&md5=131ee5751b4df36fe1696a14e5b6fd0d,,,,,Export Date: 08 March 2026; Cited By: 79 | RAYYAN-LABELS: drying_kinetics,10.1080/07373937.2016.1170700,"",,
rayyan-484616243,Individual and interactive effect of ultrasound pre-treatment on drying kinetics and biochemical qualities of food: A critical review,2023,,,Ultrasonics Sonochemistry,,92,,,"Pandiselvam, R. and Aydar, A.Y. and Kutlu, N. and Aslam, R. and Sahni, P. and Mitharwal, S. and Gavahian, M. and Kumar, M. and Raposo, A. and Yoo, S. and Han, H. and Kothakota, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143855368&doi=10.1016%2Fj.ultsonch.2022.106261&partnerID=40&md5=f3fa302093a3f2dbd38363315e7a29c4,,,,,Export Date: 08 March 2026; Cited By: 112 | RAYYAN-LABELS: drying_kinetics,10.1016/j.ultsonch.2022.106261,"",,
rayyan-484616246,Improving Mechanical Coffee Drying with Recycled Insulating Materials: A Thermal Efficiency and Economic Feasibility Analysis,2026,,,Foods,23048158 (ISSN),15,2,,"Cruz-Ospina, V. and Duque-Dussán, E. and Sanz-Uribe, J.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105028694994&doi=10.3390%2Ffoods15020367&partnerID=40&md5=56b3f50e7968c63e1fbbd2d2468aedcf,English,Multidisciplinary Digital Publishing Institute (MDPI),"Postharvest Discipline, National Coffee Research Center—Cenicafé, Km 4. Antígua Vía Chinchiná-Manizales, Manizales, 170009, Colombia","Mechanical coffee drying is an energy-intensive stage of postharvest processing that directly affects product quality and production costs. This study evaluated the technical and economic feasibility of using expanded polystyrene (EPS) as a thermal insulation material to improve the performance of a mechanical coffee dryer and to demonstrate its potential for sustainable reuse. Experiments were conducted using a total of 210 kg of wet parchment coffee (Coffea arabica L. var. Cenicafé 1) per treatment, corresponding to three experimental replicates of 70 kg each, dried at 50 ± 2 °C, comparing an EPS-insulated dryer (0.02 m thickness) with a non-insulated control. A theoretical model based on steady-state heat transfer through series resistances estimated energy losses and system efficiency for different insulating materials. Theoretical results indicated that EPS, polyethylene foam, and cork reduced heat losses by 58.1%, 54.3%, and 50.9%, respectively. Experimentally, EPS reduced drying time by 7.82%, fuel consumption by 13.9%, and energy demand by 9.5%, while increasing overall efficiency by 6.7% and reducing wall heat losses by 37.7%. Improved temperature stability enhanced heat retention and moisture migration behavior. Economically, EPS reduced operating costs, yielding annual savings of USD 81.5, a 0.45-year payback period, and an annual return on investment (ROI) of 10.86, confirming its viability as a cost-effective and sustainable solution for improving energy efficiency in mechanical coffee drying. © 2026 by the authors.","Export Date: 08 March 2026; Cited By: 0; Correspondence Address: E. Duque-Dussán; Postharvest Discipline, National Coffee Research Center—Cenicafé, Manizales, Km 4. Antígua Vía Chinchiná-Manizales, 170009, Colombia; email: eduardo.duque@cafedecolombia.com | RAYYAN-LABELS: drying_kinetics,energy_efficiency,mechanical_drying,coffee_drying_stage",10.3390/foods15020367,circular economy;Coffea arabicaL;energy losses;expanded polystyrene;forced convection;heat transfer;mass transfer;expanded polystyrene;organic compound;polystyrene;recycled insulating material;unclassified drug;Article;Coffea arabica;economic feasibility;energy consumption;fuel consumption;harvesting;heat tolerance;heat transfer;mechanical coffee drying;moisture;nonhuman;physical parameters;relative humidity;steady state heat transfer;thermal conductivity;thermal efficiency,,
rayyan-484616247,Exploring the impacts of postharvest processing on the microbiota and metabolite profiles during green coffee bean production,2017,,,Applied and Environmental Microbiology,00992240 (ISSN),83,1,,"De Bruyn, F. and Zhang, S.J. and Pothakos, V. and Torres, J. and Lambot, C. and Moroni, A.V. and Callanan, M. and Sybesma, W. and Weckx, S. and De Vuyst, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010011071&doi=10.1128%2FAEM.02398-16&partnerID=40&md5=bc0833157ff06dcb913573babc10b74c,English,American Society for Microbiology,"[""Research Group of Industrial Microbiology and Food Biotechnology, Faculty of Sciences and Bioengineering Sciences, Vrije Universiteit Brussel, Brussels, Belgium"", ""Nestlé R and D Centre Tours, Tours, France"", ""Nestlé Research Centre, Lausanne, Switzerland""]","The postharvest treatment and processing of fresh coffee cherries can impact the quality of the unroasted green coffee beans. In the present case study, freshly harvested Arabica coffee cherries were processed through two different wet and dry methods to monitor differences in the microbial community structure and in substrate and metabolite profiles. The changes were followed throughout the postharvest processing chain, from harvest to drying, by implementing up-to-date techniques, encompassing multiple-step metagenomic DNA extraction, highthroughput sequencing, and multiphasic metabolite target analysis. During wet processing, a cohort of lactic acid bacteria (i.e., Leuconostoc, Lactococcus, and Lactobacillus) was the most commonly identified microbial group, along with enterobacteria and yeasts (Pichia and Starmerella). Several of the metabolites associated with lactic acid bacterial metabolism (e.g., lactic acid, acetic acid, and mannitol) produced in the mucilage were also found in the endosperm. During dry processing, acetic acid bacteria (i.e., Acetobacter and Gluconobacter) were most abundant, along with Pichia and non-Pichia (Candida, Starmerella, and Saccharomycopsis) yeasts. Accumulation of associated metabolites (e.g., gluconic acid and sugar alcohols) took place in the drying outer layers of the coffee cherries. Consequently, both wet and dry processing methods significantly influenced the microbial community structures and hence the composition of the final green coffee beans. This systematic approach to dissecting the coffee ecosystem contributes to a deeper understanding of coffee processing and might constitute a state-of-the-art framework for the further analysis and subsequent control of this complex biotechnological process. © 2016 American Society for Microbiology. All Rights Reserved.","Export Date: 08 March 2026; Cited By: 240; Correspondence Address: L. De Vuyst; Research Group of Industrial Microbiology and Food Biotechnology, Faculty of Sciences and Bioengineering Sciences, Vrije Universiteit Brussel, Brussels, Belgium; email: ldvuyst@vub.ac.be; CODEN: AEMID | RAYYAN-LABELS: coffee_processing",10.1128/AEM.02398-16,Coffee bean fermentation;Dry processing;Green coffee beans;Highthroughput sequencing;Metabolite target analysis;UPLC-MS/MS;Wet processing;Acetic Acid;Acetobacter;Bacteria;Candida;Coffea;Desiccation;Endosperm;Enterobacteriaceae;Fermentation;Food Handling;Fungi;Lactic Acid;Lactobacillus;Mannitol;Microbiota;Pichia;Seeds;Yeasts;Acetobacter;Bacteria (microorganisms);Candida;Coffea arabica;Enterobacteriaceae;Gluconobacter;Lactobacillus;Lactococcus;Leuconostoc;Pichia;Saccharomycopsis;Starmerella;Acetic acid;Bacteria;Biomolecules;Gene encoding;Lactic acid;Metabolites;pH;Processing;Yeast;acetic acid;lactic acid;mannitol;Coffee beans;Dry processing;Green coffee beans;High-throughput sequencing;Target analysis;UPLC-MS/MS;Wet-processing;acetic acid;biotechnology;coffee;community structure;fermentation;genetic analysis;harvesting;metabolism;metabolite;microbial community;mucilage;Acetobacter;anatomy and histology;bacterium;Candida;chemistry;classification;Coffea;desiccation;endosperm;Enterobacteriaceae;fermentation;food handling;fungus;isolation and purification;Lactobacillus;metabolism;microbiology;microflora;Pichia;plant seed;yeast;Drying,,
rayyan-484616248,Protein profiles and physiological performance of coffee seeds subjected to different processing and drying methods,2012,,,Pesquisa Agropecuaria Brasileira,16783921 (ISSN),47,10,1511-1517,"Taveira, J.H.S. and da Rosa, S.D.V.F. and Borém, F.M. and Giomo, G.S. and Saath, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874809256&doi=10.1590%2FS0100-204X2012001000014&partnerID=40&md5=2e3153db3191ee60eeb518c20d9484b3,Portuguese,,"[""Universidade Federal de Lavras, Departamento de Engenharia, CEP 37200-000 Lavras, MG, Caixa Postal 3037, Brazil"", ""Embrapa Café, CEP 70770-901, Brasília, DF, Parque Estacao Biológica, Avenida W3 Norte (Final), Brazil"", ""Instituto Agronômico, CEP 13020-970, Campinas, SP, Avenida Barão de Itapura no 1.481, Caixa Postal 28, Brazil""]","The objective of this work was to evaluate the protein profiles and physiological performance of coffee seeds subjected to different drying and processing methods. We evaluated processing by dry and wet routes, the drying methods: natural, on the patio, and artificial at 60°C, or at 60°C until 30% of moisture content and 40°C until 11% (wet basis). After processing and drying, the seeds were evaluated as to their physiological performance and subjected to biochemical analyses with electrophoresis of heat-resistant LEA (late embryogenesis abundant) proteins and of the enzymes superoxide dismutase, catalase, peroxidase, esterase, polyphenol oxidase, isocitrate dehydrogenase, alcohol dehydrogenase, and malate dehydrogenase. The protein profile of coffee seeds is affected by the processing and drying methods. The coffee processed by wet route has higher tolerance to drying - shown by the higher activity of antioxidative enzymes and better physiological performance - than that processed by dry route. The activity of heat-resistant proteins and antioxidant enzymes is a promising variable for the differentiation of the quality of coffee subjected to different postharvest management.","Export Date: 08 March 2026; Cited By: 27; Correspondence Address: J.H.S. Taveira; Universidade Federal de Lavras, Departamento de Engenharia, CEP 37200-000, Lavras, MG, Caixa Postal 3037, Brazil; email: henriquetaveira@yahoo.com.br | RAYYAN-LABELS: coffee_processing",10.1590/S0100-204X2012001000014,Antioxidative enzymes;Coffea arabica;Heat-resistant proteins;LEA proteins;Postharvest management,,
rayyan-484616249,Simulation of a thermal environment in two buildings for the wet processing of coffee,2015,,,DYNA (Colombia),00127353 (ISSN),82,194,214-220,"Osorio-Hernandez, R. and Guerra-Garcia, L.M. and Ferreira-Tinôco, I.D.F. and Osorio-Saraz, J.A. and Aristizábal-Torres, I.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953294472&doi=10.15446%2Fdyna.v82n194.49526&partnerID=40&md5=e5a47510ef51eff3c77bbbe108ec417a,English,Universidad Nacional de Colombia,"[""Departamento de Engenharia Agrícola, Universidade Federal de Viçosa, Viçosa, Brazil"", ""Departamento de Ingeniería Agrícola y Alimentos, Universidad Nacional de Colombia, Medellín, Colombia""]","This study aimed to compare the bioclimate and energy consumption of two coffee wet processing facilities in Colombia, with two typical types of Colombian coffee, using computer simulation. Specifically, we evaluated the effect of the heat generated by machines and the effect of the natural ventilation area on temperature and relative air humidity inside these buildings and their energy consumption. The postharvest plant with typology b gave the best results in terms of temperature and relative humidity suitable to preserve the quality of the coffee bean. Its approximate energy consumption was 30% of the total consumed by typology a. © The author; licensee Universidad Nacional de Colombia.",Export Date: 08 March 2026; Cited By: 4 | RAYYAN-LABELS: coffee_processing,10.15446/dyna.v82n194.49526,Bioclimate;Coffee drying;Energy consumption;Quality coffee;Wet beneficio of coffee,,
rayyan-484616250,Monitoring moisture content in parchment coffee beans during drying using Fourier Transform near infrared (FT-NIR) spectroscopy: A dataset for calibrating chemometric-based models for moisture prediction,2025,,,Data in Brief,23523409 (ISSN),59,,,"Ordoñez-Lozano, S. and Collazos-Escobar, G.A. and Bahamón-Monje, A.F. and Gutiérrez-Guzmán, N.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000362131&doi=10.1016%2Fj.dib.2025.111436&partnerID=40&md5=7d9bf27fd871014e830eedbd7e1481a7,English,Elsevier Inc.,"[""Centro Surcolombiano de Investigación en Café (CESURCAFÉ), Departamento de Ingeniería Agrícola, Universidad Surcolombiana, Neiva-Huila, Colombia"", ""Grupo de Análisis y Simulación de Procesos Agroalimentarios (ASPA), Instituto Universitario de Ingeniería de Alimentos–FoodUPV, Universitat Politècnica de València, Camí de Vera s/n, Edificio 3F, Valencia, 46022, Spain"", ""Departamento de Ingeniería Agroindustrial, Facultad de Ingeniería, Universidad Surcolombiana, Huila, Neiva, Colombia""]","Maintaining the quality of coffee across each stage of the coffee value chain is critical, with proper bean drying being essential for preserving product shelf life and moisture stability. This work compiles a dataset collected during the mechanical drying process of parchment coffee beans, monitoring moisture content alongside their corresponding near-infrared (NIR) spectra. The aim was to evaluate the application of NIR spectroscopy for predicting moisture content during drying, leveraging NIR as a reliable, rapid, and non-destructive technology for routine monitoring of the coffee drying process. Drying kinetics of parchment coffee beans were determined using a mechanical coffee dryer, with moisture content gravimetrically monitored at various drying times. At each drying point, NIR spectra were acquired using a Spectrum Two N FT-NIR Spectrometer equipped with a high-resolution Indium Gallium Arsenide (InGaAs) detector, operating in diffuse reflectance mode. NIR spectra were collected over a wavelength range of 4000–12000 cm⁻¹ (830–2500 nm), with a 4 cm⁻¹ interval, 8 cm⁻¹ resolution, and 64 scans. This work explored moisture content from fresh coffee (52 % wet basis; w.b.) to 8 % w.b., examining spectral changes throughout the entire drying process. The compiled dataset includes experimental drying kinetics and FT-NIR spectra in Excel format, organized according to experimental conditions. This dataset provides a valuable foundation for further analysis and for calibrating predictive models of moisture content during coffee drying, highlighting the high potential of NIR spectroscopy for industrial-scale drying control and monitoring in the coffee industry. © 2025","Export Date: 08 March 2026; Cited By: 1; Correspondence Address: S. Ordoñez-Lozano; Centro Surcolombiano de Investigación en Café (CESURCAFÉ), Departamento de Ingeniería Agrícola, Universidad Surcolombiana, Neiva-Huila, Colombia; email: kevy.ordonez@usco.edu.co | RAYYAN-LABELS: drying_kinetics,coffee_drying_stage",10.1016/j.dib.2025.111436,Chemometrics;Coffee post-harvest;Monitoring;Process simulation;Quality control;Atomic emission spectroscopy;Fourier transform infrared spectroscopy;Fourier transforms;Indium alloys;Indium arsenide;Infrared drying;Model predictive control;Near infrared spectroscopy;Nuclear magnetic resonance spectroscopy;Nuclear radiation spectroscopy;Semiconducting indium gallium arsenide;Strain hardening;Surface hardening;%moisture;Chemometrices;Coffee beans;Coffee post-harvest;Drying process;Near Infrared;Near infrared spectra;Near-infrared;Postharvest;Process simulations;Gallium arsenide,,
rayyan-484616251,Effect of the postharvest processing method on the biochemical composition and sensory analysis of arabica coffee,2020,,,Engenharia Agricola,01006916 (ISSN),40,2,177-183,"Rodriguez, Y.F.B. and Guzman, N.G. and Hernandez, J.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086317756&doi=10.1590%2F1809-4430-ENG.AGRIC.V40N2P177-183%2F2020&partnerID=40&md5=fbc307912989ee3d930662ce5b98d201,English,Sociedade Brasileira de Engenharia Agricola,"Universidad Surcolombiana, Neiva, Colombia","The objective of this work was to study the influence of two postharvest processing methods on the biochemical composition and sensory analysis of a Colombian specialty coffee. For this purpose, coffee beans (Coffea arabica) of the Castillo variety were collected and processed using the wet and semi-dry methods, and the drying process was conducted in a sun drier prototype with a plastic parabolic cover, with a maximum drying air temperature of 50 °C; green coffee beans were managed according to the official Specialty Coffee Association cupping protocol and roasted to a medium and dark degree. Physicochemical determinations (pH, color, titratable acidity, caffeine content, and chlorogenic acid quantification) in green coffee and roasted coffee beans were performed; the sensory analysis was performed by a panel of trained tasters. The wet and semi-dry processing methods resulted in differences in color parameters, pH values, and caffeine content. However, the titratable acidity, chlorogenic acid, and sensory evaluation did not have any difference; therefore, the type of coffee processing method used is not relevant to the final chemical properties of the roasted coffee (i.e., the Castillo variety) evaluated in this study; the coffee cup score is also not affected, and the post-fermentation washing process can be dispensed with. © 2020, Sociedade Brasileira de Engenharia Agricola.","Export Date: 08 March 2026; Cited By: 53; Correspondence Address: N.G. Guzman; Universidad Surcolombiana, Neiva, Colombia; email: ngutierrezg@usco.edu.co | RAYYAN-LABELS: coffee_processing",10.1590/1809-4430-ENG.AGRIC.V40N2P177-183/2020,Caffeine;Chlorogenic acids;Coffee processing;Coffee roasting;Cup quality,,
rayyan-484616252,POSTHARVEST EFFECTS ON THE PHYSICAL QUALITY AND SENSORY CHARACTERISTICS OF COFFEA CANEPHORA,2023,,,"Acta Scientiarum Polonorum, Technologia Alimentaria",16440730 (ISSN),22,4,405-417,"Velásquez, S. and Banchón, C. and Farfán, D. and Guerrero-Casado, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185158353&doi=10.17306%2FJ.AFS.2023.1181&partnerID=40&md5=2ab5a245c9328a82032d6af39bc30c91,English,Wydawnictwo Uniwersytetu Przyrodniczego w Poznaniu,"[""Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López, Carrera de Ingeniería Agrícola, Calceta, Ecuador"", ""Departmento de Zoología, Universidad de Córdoba, Edifico Charles Darwin, Campus de Rabanales, Córdoba, 14701, Spain""]","Background. Coffee quality is a complex trait influenced by many factors, including atmospheric conditions, shade, humidity, altitude, cultivation practices, and post-harvest processing. These factors ultimately affect bean size and shape, as well as density, color, and other quality parameters. Although coffee quality is well-studied in some species, such as Coffea arabica, there is limited information about the species Coffea cane-phora. Therefore, this study aims to evaluate the physical and sensory quality (tasting notes) of the genetic groups Conilon and Robusta from different altitudes in Ecuador. Materials and methods. In this study, physical and organoleptic analyses were conducted on samples obtained from three different altitudes (12, 625, and 1,700 m.a.s.l.). The bean samples were subjected to three post-harvest processing methods (dry, wet and honey), and American medium roast was prepared. Cuppers recorded favorable (e.g., chocolate, citrus) and unfavorable (bitter, herbaceous) characteristics for statistical analysis. Results. The study found that better quality scores in terms of bean size and tasting notes were observed for coffee samples obtained at altitudes up to 625 meters processed with all three post-harvest processing methods. Furthermore, there was no significant difference between the contribution of these factors to the physical and cup quality of coffee made from Conilon and Robusta. The study also found that post-harvest processing methods and elevation significantly affected screen retention. Conclusion. This study concluded that coffee quality is primarily related to bean size and lack of defects, as these characteristics are closely linked to taste, flavor, and price. Coffee flavor is directly influenced by the chemical composition of the beans, which is determined by the cultivar of the beans, farming practices, and post-harvest processing conditions such as fermentation, drying, storage, and roasting. Therefore, an understanding of the complexities of coffee production and a careful consideration of various factors are necessary to produce high-quality coffee. International guidelines for applying good manufacturing practices and criteria for certification and traceability should be followed to manage the quality and safety of coffee. © Copyright by Wydawnictwo Uniwersytetu Przyrodniczego w Poznaniu","Export Date: 08 March 2026; Cited By: 1; Correspondence Address: S. Velásquez; Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López, Carrera de Ingeniería Agrícola, Calceta, Ecuador; email: svelasquez@espam.edu.ec | RAYYAN-LABELS: coffee_quality,coffee_processing",10.17306/J.AFS.2023.1181,bean damage;bean defects;Conilon;food quality;Robusta;sensory analysis;Atmospheric humidity;Coffee;Farms;Harvesting;Quality control;Sensory analysis;Bean damage;Bean defect;Coffee qualities;Conilon;Food quality;Physical quality;Postharvest;Postharvest processing;Processing method;Robusta;Defects,,
rayyan-484616253,CHANGES IN TEXTURAL PROPERTIES AND COLOR DUE TO THE PROCESSING METHOD OF GREEN COFFEA ARABICA,2022,,,"Journal of Microbiology, Biotechnology and Food Sciences",13385178 (ISSN),12,,,"Poláková, K. and Bobková, A. and Demianová, A. and Belej, Ľ. and Jurčaga, L. and Bobko, M. and Mesárošová, A. and Žiak, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144942313&doi=10.55251%2Fjmbfs.9458&partnerID=40&md5=52761c2c7fc0a1dcb716cefb95c58958,English,Slovak University of Agriculture,"Institute of Food Sciences, Faculty of Biotechnology and Food Sciences, Slovak University of Agriculture in Nitra, Trieda Andreja Hlinku 2, Nitra, 94976, Slovakia","Choosing a suitable method of green coffee beans processing is one of the first steps that can significantly affect the final product. Thus, the objective of this study was to evaluate how the processing method affects the selected observed parameters (dry matter, water activity, pH, hardness, color). The postharvest processing of coffee cherries involves natural dry, semi-washed, or wet processing. On-farm postharvest coffee processing is essential for ensuring high quality of coffee cup and constitutes a chain of interlinked phases mainly aimed at removing the cherries' mucilage and drying the beans to a low moisture content of 10 to 12% (mass/mass). The coffee samples were of American origin Coffea arabica. A total of 12 samples from multiple regions were used. Samples of Coffea arabica were collected into three groups natural (dry), pulped natural (semi-washed), and wet processing (fully washed). The processing results, to some extent, influence the values of the monitored parameters. The highest dry matter value was indicated in dry processing, and the highest value of water activity was in wet processing. The average value of pH was 5.74. Natural processing showed the most significant differences between individual groups concerning color processing. On the other hand, wet and dry processing showed very similar colors. Values of hardness were in range 86549.05 - 100674.90 g. The final quality of the green coffee beans is thus dependent on the different agricultural, and farm practices applied, which depend on the coffee plant cultivar, geography, weather conditions, and available infrastructure © 2022,Journal of Microbiology, Biotechnology and Food Sciences.All Rights Reserved.","Export Date: 08 March 2026; Cited By: 2; Correspondence Address: K. Poláková; Institute of Food Sciences, Faculty of Biotechnology and Food Sciences, Slovak University of Agriculture in Nitra, Nitra, Trieda Andreja Hlinku 2, 94976, Slovakia; email: xpolakovak1@uniag.sk | RAYYAN-LABELS: coffee_quality,coffee_processing",10.55251/jmbfs.9458,Coffea arabica;Green coffee;Post-harvest processing;Textural parameters,,
