key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-508874065,Nanoarchitectonics of nitrogen-doped porous carbon derived from leather wastes for solid-state supercapacitor,2022,,,Journal of Materials Science: Materials in Electronics,09574522 (ISSN),33,8,4887-4901,"Liu, P. and Xing, Z. and Wang, X. and Diao, S. and Duan, B. and Yang, C. and Shi, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123074634&doi=10.1007%2Fs10854-021-07678-5&partnerID=40&md5=47fbde51385dde2bcbb945b25d3fc1ee,English,Springer,"[""College of Chemistry and Chemical Engineering, Yantai University, Yantai, 264005, China"", ""Key Laboratory of New Processing Technology for Nonferrous Metal & Materials, Ministry of Education, Guilin University of Technology, Guilin, 541004, China"", ""School of Light Industry and Engineering, Qilu University of Technology, Jinan, 250000, China""]",,"Export Date: 30 March 2026; Cited By: 22; Correspondence Address: X. Wang; College of Chemistry and Chemical Engineering, Yantai University, Yantai, 264005, China; email: wangxue_ytu@163.com | RAYYAN-LABELS: Producto: Energía,Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Tipo de valorización: Valorización térmica",10.1007/s10854-021-07678-5,Capacitance;Carbon;Carbonization;Chemical activation;Electrodes;Leather;Nitrogen;Pore structure;Potassium hydroxide;Supercapacitor;Biomass resources;Carbonisation;KOH activation;Leather solid wastes;Leather wastes;Nitrogen-doped;Porous carbons;Solid-state supercapacitors;Tanned leather;Two step method;Doping (additives),,
rayyan-508874068,Turning Waste into Treasure: Multicolor Carbon Dots Synthesized from Waste Leather Scrap and their Application in Anti-Counterfeiting,2023,,,ACS Sustainable Chemistry and Engineering,21680485 (ISSN),11,13,5082-5092,"Zhang, W. and Li, L. and Yan, M. and Ma, J. and Wang, J. and Liu, C. and Bao, Y. and Jin, H. and Fan, Q.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149978641&doi=10.1021%2Facssuschemeng.2c07045&partnerID=40&md5=7ae7aff2d4952e8c63bfcf4bbe7705e5,English,American Chemical Society,"[""Shaanxi Collaborative Innovation Center of Industrial Auxiliary Chemistry and Technology, College of Chemistry and Chemical Engineering, Key Laboratory of Auxiliary Chemistry and Technology for Chemical Industry, Ministry of Education, Shaanxi University of Science and Technology, Xi′an, 710021, China"", ""Xi′an Medical University, Xi′an, 710021, China"", ""College of Bioresources Chemical and Materials Engineering, National Demonstration Center for Experimental Light Chemistry Engineering Education, Shaanxi University of Science and Technology, Xi′an, 710021, China"", ""Wenzhou Polytechnic, School of Design and Innovation, Wenzhou, 325000, China""]",,"Export Date: 30 March 2026; Cited By: 61; Correspondence Address: W. Zhang; Shaanxi Collaborative Innovation Center of Industrial Auxiliary Chemistry and Technology, College of Chemistry and Chemical Engineering, Key Laboratory of Auxiliary Chemistry and Technology for Chemical Industry, Ministry of Education, Shaanxi University of Science and Technology, Xi′an, 710021, China; email: zhangwenbo@sust.edu.cn; J. Ma; College of Bioresources Chemical and Materials Engineering, National Demonstration Center for Experimental Light Chemistry Engineering Education, Shaanxi University of Science and Technology, Xi′an, 710021, China; email: majz@sust.edu.cn | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Tipo de valorización: Valorización química",10.1021/acssuschemeng.2c07045,anti-counterfeiting;carbon dots;tunable fluorescence;waste leather scrap;Aromatic compounds;Carbon;Cost effectiveness;Crystal structure;Electron transitions;Fourier transform infrared spectroscopy;High resolution transmission electron microscopy;Hydrothermal synthesis;Leather;Optical properties;Photocatalytic activity;Semiconductor doping;Tuning;Anti-counterfeiting;Carbon dots;Carbon-B;Emission wavelength;Leather scraps;Multi-colors;Synthesised;Tunable fluorescence;Tunables;Waste leathe scrap;X ray photoelectron spectroscopy,,
rayyan-508874070,Recovery of Cr from chrome-containing leather wastes to develop aluminum-based composite material along with Al2O3 ceramic particles: An ingenious approach,2022,,,Nanotechnology Reviews,21919089 (ISSN),11,1,3218-3234,"Dwivedi, S.P. and Petru, M. and Saxena, A. and Sharma, S. and Mishra, M. and Pramanik, A. and Singh, S. and Li, C. and Ilyas, R.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144115114&doi=10.1515%2Fntrev-2022-0406&partnerID=40&md5=472c295abbb6aa43146c30be2151a331,English,De Gruyter Open Ltd,"[""Faculty of Mechanical Engineering, Technical University of Liberec, Studentská 2, Liberec, 461 17, Czech Republic"", ""Department of Mechanical Engineering, IK Gujral Punjab Technical University, Main Campus-Kapurthala, Punjab, Jalandhar, 144603, India"", ""School of Mechanical and Automotive Engineering, Qingdao University of Technology, Qingdao, 266520, China"", ""Department of Mechanical Engineering, G.L. Bajaj Institute of Technology and Management, Gautam Buddha Nagar, U.P., Greater Noida, 201310, India"", ""Department of Statistics, Faculty of Science and Technology, Vishwakarma University, Maharashtra, Pune, 411048, India"", ""Department of Mechanical Engineering, School of Civil and Mechanical Engineering, Faculty of Science and Engineering, Curtin University, Bentley, WA, Australia"", ""Department of Mechanical Engineering, National University of Singapore, Singapore, 1157, Singapore"", ""Department of Chemical Engineering, School of Chemical and Energy Engineering, Faculty of Engineering, Universiti Teknologi Malaysia, Johor, Johor Bahru, 81310, Malaysia"", ""Centre for Advanced Composite Materials, Universiti Teknologi Malaysia, Johor, Johor Bahru, 81310, Malaysia""]",,"Export Date: 30 March 2026; Cited By: 10; Correspondence Address: M. Petru; Faculty of Mechanical Engineering, Technical University of Liberec, Liberec, Studentská 2, 461 17, Czech Republic; email: michal.petru@tul.cz; S. Sharma; Department of Mechanical Engineering, IK Gujral Punjab Technical University, Main Campus-Kapurthala, Jalandhar, Punjab, 144603, India; email: shubham543sharma@gmail.com | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización química",10.1515/ntrev-2022-0406,ball milling;CCLW;collagen;recycling;waste material;Alumina;Aluminum alloys;Aluminum oxide;Ball milling;Chromium;Hardness;Leather;Milling (machining);Reinforcement;Tensile strength;Alumina particles;Ball-milled;Casting techniques;Ceramics particles;Chrome containing leather waste;Composites material;Leather industries;Leather wastes;Reinforced aluminum;Stir casting;Collagen,,
rayyan-508874071,Valorization of agitated thin film dryer (ATFD)-mixed-salt from textile wastewater for its application in leather manufacturing–a sustainable approach,2025,,,Environmental Technology (United Kingdom),09593330 (ISSN),46,3,401-413,"Ramesh, R.R. and Javid, M.A. and Pounsamy, M. and Vijayarangan, K. and Lingamurthy, S. and Rathinam, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193999510&doi=10.1080%2F09593330.2024.2358449&partnerID=40&md5=981394de80646c4bb9a3999b1718fe64,English,Taylor and Francis Ltd.,"[""Leather Process Technology Department, CSIR–Central Leather Research Institute (CLRI), Chennai, India"", ""Regional Centre, CSIR–Central Leather Research Institute (CLRI), Jalandhar, India"", ""United Bleachers Pvt. Limited, Mettupalayam, India""]",,"Export Date: 30 March 2026; Cited By: 0; Correspondence Address: A. Rathinam; Leather Process Technology Department, CSIR–Central Leather Research Institute (CLRI), Chennai, Tamil Nadu, 600020, India; email: aravindhan@clri.res.in; CODEN: ENVTE | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos líquidos,Tipo de valorización: Valorización química,Tipo de valorización: Aplicaciones ambientales",10.1080/09593330.2024.2358449,"ATFD;curing;leather;mixed salt;pickling;textile wastewater;Coloring Agents;Industrial Waste;Salts;Sodium Chloride;Tanning;Textile Industry;Textiles;Waste Disposal, Fluid;Wastewater;Water Pollutants, Chemical;Chemical oxygen demand;Electrooxidation;Sodium chloride;Sodium sulfate;Stripping (dyes);Sulfur compounds;Textile industry;Textiles;Wastewater treatment;mixed salt;sodium chloride;unclassified drug;coloring agent;inorganic salt;sodium chloride;Agitated thin film dryer;Curing;Industry use;ITS applications;Leather manufacturing;Leather processing;Mixed salts;Textile wastewater;Thin-films;Valorisation;dye;film;organic pollutant;salt;sodium chloride;textile industry;valorization;wastewater treatment;alkalinity;Article;biochemical oxygen demand;bioremediation;chemical oxygen demand;effluent decolorization;leather industry;oxygen consumption;tensile strength;textile wastewater;waste water management;wastewater;chemistry;industrial waste;leather industry;procedures;sewage;textile;textile industry;water pollutant;Leather",,
rayyan-508874076,LEATHER TANNING SLUDGE IN CEMENT MORTAR: SUSTAINABLE VALORISATION,2024,,,Revista de Gestao Social e Ambiental,1981982X (ISSN),18,8,,"Martins, R.J.E. and Cabral, R.M. and Pietrobelli, J.M.T.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193436403&doi=10.24857%2Frgsa.v18n8-043&partnerID=40&md5=2ccd70d731b476d440f12b5eb1b3bcc9,English,ANPAD - Associacao Nacional de Pos-Graduacao e Pesquisa em Administracao,"[""University of Porto, Porto, Portugal"", ""Bragança Polytechnic University, Bragança, Portugal"", ""Universidade Tecnológica Federal do Paraná, Campus de Ponta Grossa, Brazil""]",,"Export Date: 30 March 2026; Cited By: 0 | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización química,Tipo de valorización: Valorización térmica",10.24857/rgsa.v18n8-043,Cement Mortar;Circular Economy;Recycling;Sludge;Tanner Industry,,
rayyan-508874079,Bio-based antimicrobial nanocomposites derived from tannery waste for functional leather coating: circular valorization of chrome shaving dust,2026,,,Materials Advances,26335409 (ISSN),7,4,2390-2409,"Liza, S.A. and Abdulla-Al-Mamun, M. and Nazmul Islam, M. and Rana, M.R.K. and Islam, M.S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029182534&doi=10.1039%2Fd5ma01510c&partnerID=40&md5=8871fc11b04e3fe3c26f2c07c4cd9601,English,Royal Society of Chemistry,"[""Institute of Leather Engineering and Technology, University of Dhaka, 44-50 Hazaribagh, Dhaka, 1209, Bangladesh"", ""Molecular Biology Laboratory, Department of Biochemistry and Molecular Biology, Faculty of Biological Sciences, University of Dhaka, Dhaka, 1000, Bangladesh"", ""Department of Veterinary and Animal Sciences, University of Rajshahi, Rajshahi, 6205, Bangladesh""]",,"Export Date: 30 March 2026; Cited By: 0; Correspondence Address: M. Abdulla-Al-Mamun; Institute of Leather Engineering and Technology, University of Dhaka, Dhaka, 44-50 Hazaribagh, 1209, Bangladesh; email: mamun.ilet@du.ac.bd | RAYYAN-LABELS: Producto: Materiale,Producto: Biomoléculas,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización química,Tipo de valorización: Valorización biológica",10.1039/d5ma01510c,Bacillus cereus;Bacteriology;Coatings;Escherichia coli;Leather;Metal finishing;Microwave integrated circuits;Particle size;Particle size analysis;Scanning electron microscopy;Bio-based;Chrome shavings;E. coli;Functionals;Minimum inhibitory concentration;Reuse;Synthesised;Valorisation;Waste valorizations;ZnO;Dust,,
rayyan-508874083,Compression and fracture behavior of leather particulate reinforced polymer composites,2020,,,Materials Research Express,20531591 (ISSN),7,5,,"Surana, I. and Bedi, H.S. and Bhinder, J. and Ghai, V. and Chauhan, A. and Agnihotri, P.K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085192464&doi=10.1088%2F2053-1591%2Fab8e6f&partnerID=40&md5=0e015d6242226bfde19411a842ebdf91,English,Institute of Physics Publishing,"[""Department of Aeronautical and Automobile Engineering, Manipal Institute of Technology, Karnataka, India"", ""Department of Mechanical Engineering, Indian Institute of Technology, Ropar, India""]",,"Export Date: 30 March 2026; Cited By: 9 | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Tipo de valorización: Valorización química",10.1088/2053-1591/ab8e6f,compression;Epoxy;fracture;HDPE;leather;toughness;Fracture;Fracture mechanics;High density polyethylenes;Leather;Microfibers;Reinforcement;Surface analysis;Compression modulus;Dynamic strength;Failure mechanism;Failure strength;Fracture behavior;Fracture surface analysis;High density polyethylene(HDPE);Reinforced polymer composites;Particle reinforced composites,,
rayyan-508874086,Recycling of tannery fleshing waste by a two step process for preparation of retanning agent,2022,,,Process Safety and Environmental Protection,09575820 (ISSN),157,,59-67,"Puhazhselvan, P. and Pandi, A. and Sujiritha, P.B. and Antony, G.S. and Jaisankar, S.N. and Ayyadurai, N. and Saravanan, P. and Kamini, N.R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119273842&doi=10.1016%2Fj.psep.2021.11.003&partnerID=40&md5=77a7b467a560fad822604bbc786a9041,English,Institution of Chemical Engineers,"[""Department of Biochemistry and Biotechnology, CSIR-Central Leather Research Institute, Chennai, 600020, Tamil Nadu, India"", ""Department of Polymer Science and Technology, CSIR-Central Leather Research Institute, Chennai, 600020, Tamil Nadu, India"", ""Department of Leather Processing Technology, CSIR-Central Leather Research Institute, Chennai, 600020, Tamil Nadu, India""]",,"Export Date: 30 March 2026; Cited By: 28; Correspondence Address: N.R. Kamini; Department of Biochemistry and Biotechnology, CSIR-Central Leather Research Institute, Chennai, 600020, India; email: nrkamini@clri.res.in | RAYYAN-LABELS: Producto: Materiale,Producto: Biomoléculas,Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Tipo de valorización: Valorización química,Tipo de valorización: Valorización biológica",10.1016/j.psep.2021.11.003,Circular economy;Fleshing waste;Leather;Protease;Protein acrylic polymer;Retanning agent;Bacteriology;Economics;Environmental impact;Leather;Lime;Recycling;Waste management;Acrylic polymers;Circular economy;Fleshing waste;Hazardous solid waste;Leather industries;Leather making;Protease;Protein acrylic polymer;Retanning agents;Two-step process;Proteins,,
rayyan-508874089,Research on the use of tanned leather fibres as aggregate in obtaining asphalt mixtures,2020,,,Leather and Footwear Journal,15834433 (ISSN),20,1,29-36,"Zăinescu, G. and Constantinescu, R.R. and Răcănel, C. and Deselnicu, D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084503422&doi=10.24264%2Flfj.20.1.3&partnerID=40&md5=b5720da8af6dcbb34b8e38e1a0c7fb76,English,INCDTP: Division Leather Footwear Research Institute,"[""INCDTP-Division: Leather and Footwear Research Institute, 93 Ion Minulescu Str., Bucharest, 031215, Romania"", ""Faculty of Railways, Roads and Bridges, Technical University of Civil Engineering of Bucharest, Romania"", ""Politehnica University of Bucharest, Romania""]",,"Export Date: 30 March 2026; Cited By: 0; Correspondence Address: G. Zăinescu; INCDTP-Division: Leather and Footwear Research Institute, Bucharest, 93 Ion Minulescu Str., 031215, Romania; email: gabriel.zainescu@gmail.com | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Tipo de valorización: Valorización química",10.24264/lfj.20.1.3,Asphalt mixture;Biocomposites;Leather waste;Tanned leather fibres;Aggregates;Chemical analysis;Composite materials;Fibers;Leather;Mixtures;Roads and streets;Bituminous binder;Dispersed phase;Dynamic property;Laboratory experiments;Materials and technologies;Road infrastructures;Special properties;Traffic behavior;Asphalt mixtures,,
rayyan-508874090,Toward Sustainable Leather Processing: A Comprehensive Review of Cleaner Production Strategies and Environmental Impacts,2024,,,Advances in Materials Science and Engineering,16878434 (ISSN),2024,,,"Alemu, L.G. and Kefale, G.Y. and Hailu, R. and Tilahun, A. and Minbale, E. and Eyasu, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205593692&doi=10.1155%2F2024%2F8117915&partnerID=40&md5=294aa8a72e32c5472c9e06def340d280,English,Hindawi Limited,"[""Department of Leather Engineering, Ethiopian Institutes of Textile and Fashion Technology, Bahir Dar University, Bahir Dar, Ethiopia"", ""Department of Textile Engineering, College of Textile Science and Engineering, Zhejiang Sci-Tech University, Hangzhou, 310018, China"", ""Department of Textile and Apparel Merchandising, Ethiopian Institutes of Textile and Fashion Technology, Bahir Dar University, Bahir Dar, Ethiopia""]",,"Export Date: 30 March 2026; Cited By: 14; Correspondence Address: L.G. Alemu; Department of Leather Engineering, Ethiopian Institutes of Textile and Fashion Technology, Bahir Dar University, Bahir Dar, Ethiopia; email: luelgetachew371@gmail.com | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Residuos: Residuos líquidos,Tipo de valorización: Valorización química,Tipo de valorización: Valorización biológica",10.1155/2024/8117915,chrome-free tanning;cleaner preservation;nano materials;soaking operation;Effluents;Pickling;Tanning;Waste utilization;Chrome-free;Chrome-free tanning;Cleaner preservation;Cleaner production;Leather processing;Leather processing industry;Nano-materials;Production strategy;Revenue generation;Soaking operations;Leather,,
rayyan-508874091,Optimizing waste utilization value: Fabrication of multi-functional high-performance electrocatalysts via in situ chemical transformation on chromium-tanned collagen fibers,2024,,,Journal of Environmental Chemical Engineering,22133437 (ISSN),12,6,,"Han, Q. and Chen, L. and Wang, X. and Sun, R. and Li, J. and Guan, X.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209756808&doi=10.1016%2Fj.jece.2024.114886&partnerID=40&md5=24308947b46ab546e997337992f692a3,English,Elsevier Ltd,"[""College of Bioresources Chemical and Materials Engineering, Shaanxi University of Science & Technology, Shaanxi, Xi'an, 710021, China"", ""Key Laboratory of Auxiliary Chemistry and Technology for Chemical Industry, Ministry of Education & Shaanxi Collaborative Innovation Center of Industrial Auxiliary Chemistry and Technology, Shaanxi University of Science and Technology, Xi'an, 710021, China"", ""Institute of Biomass & Functional Materials, Shaanxi University of Science & Technology, Shaanxi, Xi'an, 710021, China""]",,"Export Date: 30 March 2026; Cited By: 2; Correspondence Address: Q. Han; College of Bioresources Chemical and Materials Engineering, Shaanxi University of Science & Technology, Xi'an, Shaanxi, 710021, China; email: hanqingxin@sust.cn; X. Guan; College of Bioresources Chemical and Materials Engineering, Shaanxi University of Science & Technology, Xi'an, Shaanxi, 710021, China; email: guanxiaoyu@sust.edu.cn | RAYYAN-LABELS: Producto: Energía,Producto: Materiale,Residuos: Residuos sólidos,Residuos: Residuos con cromo,Tipo de valorización: Valorización térmica",10.1016/j.jece.2024.114886,Bifunctional catalyst;Biomass carbon;In situ chemical transformation;Leather waste;Effluent treatment;Electrolysis;Electrolytic reduction;Leather;Oxygen reduction reaction;Ruthenium compounds;Bifunctional catalysts;Biomass carbon;Chemical transformations;Collagen fibres;Evolution reactions;In situ chemical transformation;Leather wastes;Oxygen evolution;Oxygen reduction reaction;Reduction oxygen;Zinc air batteries,,
rayyan-508874092,Composite polymers from leather waste to produce smart fertilizers,2021,,,Polymers,20734360 (ISSN),13,24,,"Stefan, D.S. and Bosomoiu, M. and Constantinescu, R.R. and Ignat, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121303855&doi=10.3390%2Fpolym13244351&partnerID=40&md5=79de32932ce783ac4a14306948a19507,English,MDPI,"[""Department of Analytical Chemistry and Environmental Engineering, Faculty of Applied Chemistry and Materials Science, University Politehnica of Bucharest, 1-7 Polizu Street, Bucharest, 011061, Romania"", ""Leather and Footwear Research Institute (ICPI) Division, National Research & Development Institute for Textiles and Leather, 93 Ion Minulescu Street, Bucharest, 031215, Romania""]",,"Export Date: 30 March 2026; Cited By: 25; Correspondence Address: M. Bosomoiu; Department of Analytical Chemistry and Environmental Engineering, Faculty of Applied Chemistry and Materials Science, University Politehnica of Bucharest, Bucharest, 1-7 Polizu Street, 011061, Romania; email: mbosomoiu@yahoo.com | RAYYAN-LABELS: Residuos: Residuos sólidos,Residuos: Residuos sin cromo,Producto: Productos agrícolas,Tipo de valorización: Valorización química",10.3390/polym13244351,Bio-polymer;Circular economy;Hide waste;Collagen;Fertilizers;Leather;Nutrients;Waste disposal;'current;Bio-polymers;Chemical fertilizers;Circular economy;Composite polymer;Environmental issues;Hide waste;Leather industries;Leather wastes;Tanning process;Crosslinking,,
rayyan-508874093,Application of Leather Waste Fractions and Their Biochars as Organic Fertilisers for Ryegrass Growth: Agri-Environmental Aspects and Plants Response Modelling,2023,,,Energies,19961073 (ISSN),16,9,,"Kuligowski, K. and Cenian, A. and Konkol, I. and Świerczek, L. and Chojnacka, K. and Izydorczyk, G. and Skrzypczak, D. and Bandrów, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159364102&doi=10.3390%2Fen16093883&partnerID=40&md5=88125cb5c0a74f773683d341a721e028,English,MDPI,"[""Department of Physical Aspects of Ecoenergy, The Institute of Fluid-Flow Machinery Polish Academy of Sciences, Fiszera 14 St, Gdańsk, 80-231, Poland"", ""Department of Advanced Material Technology, Faculty of Chemistry, Wroclaw University of Science and Technology, M. Smoluchowskiego 25 St, Wroclaw, 50-372, Poland"", ""BADER Polska Sp. z o.o, Mostowa 1 St, Bolesławiec, 59-700, Poland""]",,"Export Date: 30 March 2026; Cited By: 18; Correspondence Address: K. Kuligowski; Department of Physical Aspects of Ecoenergy, The Institute of Fluid-Flow Machinery Polish Academy of Sciences, Gdańsk, Fiszera 14 St, 80-231, Poland; email: kkuligowski@imp.gda.pl | RAYYAN-LABELS: Residuos: Residuos sólidos,Residuos: Residuos con cromo,Residuos: Residuos sin cromo,Producto: Productos agrícolas,Tipo de valorización: Valorización química,Tipo de valorización: Valorización biológica",10.3390/en16093883,agronomic effectiveness;biochar;nitrogen uptake;ryegrass growth;tanned leather waste;Carbon footprint;Crops;Environmental impact;Fertilizers;Mammals;Nitrogen;Agronomic effectiveness;AND splits;Biochar;Leather wastes;Nitrogen uptake;Off-cuts;Ryegrass growth;Tanned leathe waste;Tanned leather;Waste fraction;Leather,,
rayyan-508874094,Treatment of salt from hides curing stage by electrocoagulation for use in the pickling stage of the tanning industry,2023,,,Environmental Research,00139351 (ISSN),237,,,"Sarinho, L. and Carvalho, P. and Patoilo, D. and Ribeiro, J.P. and Baião da Cruz, J. and Gaião, J. and Marques, C. and Nunes, M.I.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170425208&doi=10.1016%2Fj.envres.2023.117095&partnerID=40&md5=b1e098bb5874772801085a48c8a0ab6e,English,Academic Press Inc.,"[""CESAM – Centre for Environmental and Marine Studies, Department of Environment and Planning, University of Aveiro, Aveiro, 3810-193, Portugal"", ""CICECO – Aveiro Institute of Materials, Department of Chemistry, University of Aveiro, Aveiro, 3810-193, Portugal"", ""CTIC – Centro Tecnológico das Indústrias do Couro, Apartado 158, São Pedro, Alcanena, 2384-909, Portugal"", ""DAO – Department of Environment and Planning, University of Aveiro, Aveiro, 3810-193, Portugal""]",,"Export Date: 30 March 2026; Cited By: 3; Correspondence Address: M.I. Nunes; Dep. de Ambiente e Ordenamento, Universidade de Aveiro. Campus Universitário de Santiago, Aveiro, 3810-193, Portugal; email: isanunes@ua.pt; CODEN: ENVRA | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos líquidos,Tipo de valorización: Valorización química,Tipo de valorización: Aplicaciones ambientales",10.1016/j.envres.2023.117095,Contaminated salt;Electrocoagulation;Pickling;Tanning;TOC;Valorisation;Electrocoagulation;Electrolysis;Salts;Sodium Chloride;Tanning;Coagulation;Curing;Current density;Electrolysis;Leather;Organic carbon;Tanning;sodium chloride;brine;sodium chloride;Contaminated salt;Electro coagulations;Electrolysis time;High demand;Tanning industry;Total Organic Carbon;Valorisation;Waste emission;Water and salts;Zero waste;brine;coagulation;electrokinesis;response surface methodology;salt;sodium chloride;total organic carbon;analysis of variance;Article;chemical model;clinical assessment;controlled study;current density;data quality;electrocoagulation;electrolysis;energy consumption;experimental study;independent variable;leather industry;nonhuman;regression analysis;response surface method;scale up;surface property;temperature sense;total organic carbon;chemistry;procedures;Sodium chloride,,
rayyan-508874095,Tannery solid waste-derived cross-scale deformable piezoresistive sensors for monitoring human body motions,2022,,,Journal of Materials Chemistry C,20507534 (ISSN),10,21,8199-8205,"Wei, Y. and Hao, B. and Wang, Y. and Wang, Y. and Xiao, H. and Li, L. and Huang, X. and Shi, B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133181756&doi=10.1039%2Fd2tc00718e&partnerID=40&md5=b8c9e40c097e4765c8c562ca25b8c504,English,Royal Society of Chemistry,"[""National Engineering Laboratory for Clean Technology of Leather Manufacture, Sichuan University, Chengdu, 610065, China"", ""Department of Biomass Chemistry and Engineering, Sichuan University, Chengdu, 610065, China"", ""Cosmetics Safety and Efficacy Evaluation Center, West China Hospital, Sichuan University, Chengdu, 610065, China"", ""Department of Dermatology, West China Hospital, Sichuan University, Chengdu, 610065, China"", ""NMPA Key Laboratory for Human Evaluation and Big Data of Cosmetics, Sichuan University, Chengdu, 610065, China"", ""Sichuan Engineering Technology Research Center of Cosmetic, Chengdu, 610065, China""]",,"Export Date: 30 March 2026; Cited By: 8; Correspondence Address: X. Huang; National Engineering Laboratory for Clean Technology of Leather Manufacture, Sichuan University, Chengdu, 610065, China; email: xhuangscu@163.com; CODEN: JMCCC | RAYYAN-LABELS: Producto: Materiale,Residuos: Residuos sólidos,Tipo de valorización: Valorización química",10.1039/d2tc00718e,Solid wastes;Collagen fibres;Fibre structure;Hierarchical fiber;Human body motion;Leather manufacture;Low-cost raw materials;Manufacture process;Multilayer structures;Piezoresistive sensors;Tannery solid wastes;Deformation,,
rayyan-508874096,Waste cooking oil and molasses for the sustainable production of extracellular lipase by Saitozyma flava,2024,,,Biotechnology and Applied Biochemistry,08854513 (ISSN),71,4,712-720,"Donzella, S. and Fumagalli, A. and Contente, M.L. and Molinari, F. and Compagno, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186631172&doi=10.1002%2Fbab.2570&partnerID=40&md5=2e229cb91219ecc112a37c095210b1a6,English,John Wiley and Sons Inc,"Department of Food, Environmental and Nutritional Sciences (DeFENS), University of Milan, Milan, Italy",,"Export Date: 30 March 2026; Cited By: 7; Correspondence Address: S. Donzella; Department of Food, Environmental and Nutritional Sciences (DeFENS), University of Milan, Milan, Via L. Mangiagalli 25, 20133, Italy; email: silvia.donzella@unimi.it; CODEN: BABIE | RAYYAN-LABELS: Producto: Biomoléculas,Residuos: Residuos sólidos,Tipo de valorización: Valorización biológica",10.1002/bab.2570,circular economy;fermentation;lipase production;molasses;unconventional yeasts;waste cooking oil;Basidiomycota;Cooking;Fermentation;Lipase;Molasses;Plant Oils;Cooking;Fermentation;Oils and fats;Sugar industry;edible oil;genomic DNA;molasses;triacylglycerol lipase;triacylglycerol lipase;vegetable oil;Circular economy;Extracellular lipase;Lipase activity;Lipase production;Organic wastes;Sustainable production;Unconventional yeast;Waste cooking oil;Waste valorizations;Yeast biomass;Article;Bradford assay;controlled study;DNA isolation;DNA purification;dry weight;enzyme activity;enzyme analysis;enzyme assay;enzyme purification;fermentation;food waste;fungal biomass;fungal cell culture;fungus growth;nonhuman;polyacrylamide gel electrophoresis;protein expression;Saitozyma flava;yeast;Basidiomycetes;biosynthesis;chemistry;cooking;enzymology;metabolism;Yeast,,
