title,authors,year,journal,doi,labels,appears_in_multiple_labels,downloaded
Origin of black-green defect in the artificial drying of immature coffees,"Rios, P.A. and Andrade, E.T. and Cardoso, D.B.",2021,Coffee Science,10.25186/.v16i.1884,coffee_quality,False,no
Impact of drying methods over the germinative potential of conilon coffee of late maturation,"Posse, S.C.P. and Rodrigues, W.N. and Comério, M. and Volpi, P.S. and Filho, A.C.V. and Posse, R.P. and Oliveira, V.S. and Arantes, S.D.",2019,Coffee Science,10.25186/cs.v14i4.1624,coffee_quality,False,no
Endo-β-mannanase enzyme activity in the structures of coffea arabica l. Seeds under different types of processing and drying,"Ferreira, V.F. and Ricaldoni, M.A. and da Rosa, S.D.V.F. and de Figueiredo, M.A. and Coelho, S.V.B. and Fantazzini, T.B.",2018,Ciencia Rural,10.1590/0103-8478cr20170839,coffee_processing,False,no
Modeling and simulation of heat and mass transfer during drying of coffee in a box dryer using C++ programming language,"Rabello, G.L. and Pimentel, U.F. and Aranda, D. and Poubel, W.",2021,Brazilian Journal of Food Technology,10.1590/1981-6723.27220,drying_kinetics,False,no
Implementation of fuzzy logic control algorithm for temperature control in robusta rotary dryer coffee bean dryer,"Nafisah, N. and Syamsiana, I.N. and Putri, R.I. and Kusuma, W. and Sumari, A.D.W.",2024,MethodsX,10.1016/j.mex.2024.102580,drying_kinetics,False,no
Physicochemical and Sensory Properties of Arabica Coffee Beans of Arara cv. Dried Using Different Methods,"Coelho, E.G. and Bertarini, P.L.L. and Gomes, M.S. and Amaral, L.R. and Zotarelli, M.F. and Santos, L.D. and Santana, R.C.",2024,Foods,10.3390/foods13050642,drying_kinetics,False,no
Comparative seed physiological ecology in Coffea species highlights variation in germination strategies associated with climate and phylogeny,"Baschenis, N. and Dussert, S. and Seguin, M. and Lashermes, P. and Joët, T.",2026,Annals of Botany,10.1093/aob/mcaf291,coffee_general,False,no
Physicochemical and sensory analysis of mangrove seed coffee (Sonneratia ovata) compare with robusta coffee from Indonesian origin,"Suryono, M.",2024,Food Research,10.26656/fr.2017.8(3).409,coffee_general,False,no
Impact of immature coffee fruits and water addition during spontaneous fermentation process: Chemical composition and sensory profile,"Ferreira, L.J.C. and Casé, I.N. and Bertarini, P.L.L. and Oliveira, L.M.D. and Santos, L.D.",2024,Electronic Journal of Biotechnology,10.1016/j.ejbt.2024.04.001,coffee_processing,False,no
"Comparative genome-wide characterization and evolutionary insights into the AP2/ERF gene family in three Coffea species (C. canephora, C. eugenioides, and C. arabica)","Park, S. and Ahn, E. and Zhang, D. and Meinhardt, L.W.",2025,BMC Genomics,10.1186/s12864-025-11850-0,coffee_general,False,no
"Agro-Morphological Traits, Proximate Composition, and Phenotypic Plasticity of Coffea arabica in Contrasting and Very Close Environments in Northern Peru","García, L. and Veneros, J. and Bolaños-Carriel, C. and Guadalupe, G.A. and Garcia, H. and Mori-Zabarburú, R.C. and Chavez, S.G.",2025,Agronomy,10.3390/agronomy15112465,coffee_general,False,no
Effects of geographical origin and post-harvesting processing on the bioactive compounds and sensory quality of Brazilian specialty coffee beans,"Tieghi, H. and Pereira, L.D.A. and Viana, G.S. and Katchborian-Neto, A. and Santana, D.B. and Mincato, R.L. and Dias, D.F. and Chagas-Paula, D.A. and Soares, M.G. and de Araújo, W.G. and Bueno, P.C.P.",2024,Food Research International,10.1016/j.foodres.2024.114346,coffee_quality,False,no
"Unveiling the Impact of Infrared Drying on the Quality of Coffee Leaves: A Comprehensive Analysis of Physicochemical Indices, Antioxidant Potential, Maillard Reaction Products, and Aroma Profile","Huang, Y. and Sun, Y. and Cao, Q. and Chen, D. and He, R. and Chen, X.",2025,Journal of Food Science,10.1111/1750-3841.70400,coffee_quality,False,no
"Molecular Identification, Phytochemical Profiling, and Organoleptic Evaluation of Arabica Coffee (Coffea arabica) from Timor Leste","Jesus, J.A.D. and Wirawan, I.G.P. and Suada, I.K. and Kartini, N.L. and Wijaya, I.N. and Dwiyani, R. and Darmawati, I.A.P. and Trigunasih, N.M. and Dewi, N.K.E.S.",2025,Tropical Journal of Natural Product Research,10.26538/tjnpr/v9i8.34,coffee_general,False,no
"A Comparative Study of Phenolic Compounds, and the Antioxidant Properties of Arabica Coffee Beans (Coffea arabica) and Robusta Coffee Beans (Coffea canephora) and Their By-Products","Himri, C. and Belkhiri, C. and Azizi, S.E. and Loukili, E.H. and Rahhou, I. and Legssyer, M. and Legssyer, B.",2025,Tropical Journal of Natural Product Research,10.26538/tjnpr/v9i8.17,coffee_general,False,no
"Evaluation of the impact of different drying methods on the phenolic compounds, antioxidant activity, and in vitro digestion of green coffee beans","Cheng, K. and Dong, W. and Long, Y. and Zhao, J. and Hu, R. and Zhang, Y. and Zhu, K.",2019,Food Science and Nutrition,10.1002/fsn3.948,coffee_quality,False,no
Chemical and Biological Characterization of Green and Processed Coffee Beans from Coffea arabica Varieties,"Gallardo-Ignacio, J. and Santibáñez, A. and Oropeza-Mariano, O. and Salazar, R. and Montiel-Ruiz, R.M. and Cabrera-Hilerio, S. and Gonzáles-Cortazar, M. and Cruz-Sosa, F. and Nicasio-Torres, P.",2023,Molecules,10.3390/molecules28124685,coffee_general,False,no
"Coffee bean processing: Emerging methods and their effects on chemical, biological and sensory properties","Febrianto, N.A. and Zhu, F.",2023,Food Chemistry,10.1016/j.foodchem.2023.135489,coffee_general,False,no
Development of a novel isothermal heat and mass exchanger for humidity control,"Rahnama, A. and Najafpour, S. and Bahrami, M.",2025,Applied Thermal Engineering,10.1016/j.applthermaleng.2024.125227,drying_kinetics,False,no
Effects of Relative Humidity on Temperature Dynamics in Natural Ecosystems: Comparison of Measured and Model-Predicted Data,"de Oliveira Maionchi, D. and da Silva, J.G. and de Paulo, I.J.C. and de Paulo, S.R.",2025,Environments - MDPI,10.3390/environments12120455,drying_kinetics,False,no
Effects of humidity control and simulated natural airflow on indoor dynamic thermal comfort,"Cao, S. and Pu, Y. and Gong, W. and Wang, Y.",2025,Building Services Engineering Research and Technology,10.1177/01436244251325186,drying_kinetics,False,no
"Convective and microwave drying kinetics and modeling of tomato slices, energy consumption, and efficiency","Guemouni, S. and Mouhoubi, K. and Brahmi, F. and Dahmoune, F. and Belbahi, A. and Benyoub, C. and Adjeroud-Abdellatif, N. and Atmani, K. and Bakhouche, H. and Boulekbache-Makhlouf, L. and Madani, K.",2022,Journal of Food Process Engineering,10.1111/jfpe.14113,drying_kinetics,False,no
Solar Dryers: Technical Insights and Bibliometric Trends in Energy Technologies,"Villagran, E. and Espitia, J.J. and Velázquez, F.A. and Rodriguez, J.",2024,AgriEngineering,10.3390/agriengineering6040228,solar_drying,False,no
Numerical investigation of phase change material assisted indirect solar dryer for food quality preservation,"Lad, P. and Kumar, R. and Saxena, R. and Patel, J.",2023,International Journal of Thermofluids,10.1016/j.ijft.2023.100305,solar_drying,False,no
Scaling-up electrohydrodynamic drying for energy-efficient food drying via physics-based simulations,"Onwude, D.I. and Iranshahi, K. and Rubinetti, D. and Martynenko, A. and Defraeye, T.",2021,Journal of Cleaner Production,10.1016/j.jclepro.2021.129690,dryer_design,False,no
A Technological Update on Heat Pumps for Industrial Applications,"Bobbo, S. and Lombardo, G. and Menegazzo, D. and Vallese, L. and Fedele, L.",2024,Energies,10.3390/en17194942,dryer_design,False,no
Experimental assessment of the thermal performance of a heat pump dryer system based on the variations in compressor discharge pressure on oregano drying,"Salazar-Hincapié, A. and Delgado-Mejía, A. and Romero-Maya, A.F. and Duque-Grisales, E.",2020,Energies,10.3390/en13236333,heat_pump_drying,False,no
"Phase-segmented analysis of blackberry pomace convective drying: Mass transfer dynamics, exergy efficiency, and staged temperature guidelines","Tejeda-Miramontes, J.P. and Galarza-Andrade, I.J. and Escalante-González, J.A. and Tejada-Ortigoza, V. and García-Cayuela, T. and Garcia-Amezquita, L.E.",2025,LWT,10.1016/j.lwt.2025.118509,drying_kinetics,False,no
Development of hybrid solar-assisted heat pump dryer for drying paddy,"Yahya, M. and Fahmi, H. and Hasibuan, R. and Fudholi, A.",2023,Case Studies in Thermal Engineering,10.1016/j.csite.2023.102936,drying_kinetics,False,no
"Design and fabricate a smart, energy-efficient, and quality-centric drum drying system","Ibrahim, A. and Amer, A. and Aboelasaad, G. and Hassan, M.F. and Elsebaee, I. and Gamal, A. and ElKholy, M.",2025,Discover Food,10.1007/s44187-025-00617-x,dryer_design,False,no
A Review of Energy-Efficient Technologies and Decarbonating Solutions for Process Heat in the Food Industry,"Faraldo, F. and Byrne, P.",2024,Energies,10.3390/en17123051,drying_kinetics,False,no
"IMPACT OF DRYING TEMPERATURES ON DRYING BEHAVIOURS, ENERGY CONSUMPTION AND QUALITY OF PURPLE SWEET POTATO FLOUR","Thuy, N.M. and Hiep, L.H. and Tai, N.V. and Huong, H.T.T. and Minh, V.Q.",2022,"Acta Scientiarum Polonorum, Technologia Alimentaria",10.17306/J.AFS.2022.1061,drying_kinetics,False,no
"Effect of different drying methods on kinetics, energy-economic analysis, and quality attributes of dried Panax-notoginseng","Hadibi, T. and Mengjie, S. and Hamid, M. and Wang, Y. and Ming, L. and Rong, J. and Allaf, K. and Fang-ling, F. and Cuixian, P. and Arıcı, M. and Hassanien, R.H.E. and Abdelkader, T.K.",2025,Industrial Crops and Products,10.1016/j.indcrop.2024.120345,drying_kinetics,False,no
Current Status of Grain Drying Technology and Equipment Development: A Review,"Yu, P. and Zhu, W. and Shen, C. and Qiao, Y. and Zhang, W. and Zhu, Y. and Gong, J. and Cai, J.",2025,Foods,10.3390/foods14142426,drying_kinetics,False,no
"Effect of pretreatments on convective and infrared drying kinetics, energy consumption and quality of terebinth","Abbaspour-Gilandeh, Y. and Kaveh, M. and Fatemi, H. and Khalife, E. and Witrowa-Rajchert, D. and Nowacka, M.",2021,Applied Sciences (Switzerland),10.3390/app11167672,drying_kinetics,False,no
Design and Experiment of Drying Equipment for Alfalfa Bales,"Du, J. and Sun, Z. and Chen, Z.",2025,Agriculture (Switzerland),10.3390/agriculture15192000,dryer_design,False,no
"Application of experimental, numerical, and machine learning techniques to improve drying performance and decrease energy consumption infrared continuous dryer","El-Mesery, H.S. and Qenawy, M. and Elmesiry, A.H. and Ali, M. and Adelusi, O.A. and Hu, Z. and Salem, A.",2025,Case Studies in Thermal Engineering,10.1016/j.csite.2025.106025,drying_kinetics,False,no
"Effect of tray elevation and cassava load on solar drying performance, energy efficiency, and drying kinetics","Cansee, S. and Saenkham, S. and Hu, S. and Kanasri, T.",2026,Results in Engineering,10.1016/j.rineng.2026.109491,drying_kinetics,False,no
Comparative evaluation of greenhouse gas emissions and specific energy consumption of different drying techniques in pear slices,"Kaveh, M. and Çetin, N. and Gilandeh, Y.A. and Sharifian, F. and Szymanek, M.",2023,European Food Research and Technology,10.1007/s00217-023-04346-2,drying_kinetics,False,no
"Advances in Computational Fluid Dynamics of Mechanical Processes in Food Engineering: Mixing, Extrusion, Drying, and Process Optimization","Szpicer, A. and Bińkowska, W. and Stelmasiak, A. and Wojtasik-Kalinowska, I. and Czajkowska, A. and Mierzejewska, S. and Domiszewski, Z. and Rydzkowski, T. and Piepiórka-Stepuk, J. and Półtorak, A.",2025,Applied Sciences (Switzerland),10.3390/app15158752,drying_kinetics,False,no
Exergy Analysis of a Convective Heat Pump Dryer Integrated with a Membrane Energy Recovery Ventilator,"Balaraman, A. and Rahman, M.A. and Ziviani, D. and Warsinger, D.M.",2025,Entropy,10.3390/e27020197,heat_pump_drying,False,no
A novel absorption-based enclosed heat pump dryer with combining liquid desiccant dehumidification and mechanical vapor recompression: Case study and performance evaluation,"Su, W. and Ma, D. and Lu, Z. and Jiang, W. and Wang, F. and Xiaosong, Z.",2022,Case Studies in Thermal Engineering,10.1016/j.csite.2022.102091,heat_pump_drying,False,no
Optimization of thermal efficiency and energy consumption in a hybrid infrared heating technique: Artificial intelligence and computational simulations,"Liu, F. and El-Mesery, H.S. and ElMesiry, A.H. and Husein, M. and Mahdi, A.A.",2025,Results in Engineering,10.1016/j.rineng.2025.106054,drying_kinetics,False,no
Impact of different pretreatments on drying kinetics and quality of button mushroom slices dried by hot-air or electrohydrodynamic drying,"Mirzaei-Baktash, H. and Hamdami, N. and Torabi, P. and Fallah-Joshaqani, S. and Dalvi-Isfahan, M.",2022,LWT,10.1016/j.lwt.2021.112894,drying_kinetics,False,no
Performance enhancement of a sludge continuous feed heat pump drying system by air deflectors and auxiliary cooling subsystems,"Luo, W.-J. and Lin, C.-Y. and Wu, N.-F. and Xu, Z.-Q.",2020,Energies,10.3390/en13246651,heat_pump_drying,False,no
Study on drying characteristics of yam slices under heat pump-electrohydrodynamics combined drying,"Meng, Z. and Cui, X. and Zhang, H. and Liu, Y. and Wang, Z. and Zhang, F.",2023,Case Studies in Thermal Engineering,10.1016/j.csite.2022.102601,drying_kinetics,False,no
Energy-efficient technologies for thermal treatment and drying of food products,"Burdo, O. and Bezbah, I. and Bandura, V. and Bezbah, S. and Petrovskyi, V. and Osadchuk, P.",2025,Journal of Central European Agriculture,10.5513/JCEA01/26.2.4515,drying_kinetics,False,no
Thermodynamically analysis and optimization of potato drying in a combined infrared/convective dryer,"Geng, Z. and Wang, H. and Torki, M. and Beigi, M. and Zhu, L. and Huang, X. and Yang, X. and Hu, B.",2023,Case Studies in Thermal Engineering,10.1016/j.csite.2022.102671,drying_kinetics,False,no
Improvement of equipment in order to intensify the process of drying dispersed food products,"Sabadash, S. and Savchenko-Pererva, M. and Radchuk, O. and Rozhkova, L. and Zahorulko, A.",2020,Eastern-European Journal of Enterprise Technologies,10.15587/1729-4061.2020.192363,drying_kinetics,False,no
Application of numerical analysis and machine learning techniques to improve drying performance and energy consumption of microwave-assisted convective dryer,"El-Mesery, H.S. and ElMesiry, A.H. and Kaveh, M. and Hu, Z. and Elwakeel, A.E. and Elhadad, S.",2025,Results in Engineering,10.1016/j.rineng.2025.106059,drying_kinetics,False,no
Experimental Investigations of Thin-layer Drying of Leaves in a Heat-Pump Assisted Tray-type Batch Drying Chamber,"Babu, A.K. and Kumaresan, G. and Antony Aroul Raj, V. and Velraj, R.",2020,Strojniski Vestnik/Journal of Mechanical Engineering,10.5545/sv-jme.2019.6510,heat_pump_drying,False,no
"Examination of different drying methods in sultana seedless grapes in terms of drying kinetics, energy consumption and product quality","Karacabey, E. and Aktas, T. and Taseri, L. and Uysal Seçkin, G.",2020,Journal of Tekirdag Agricultural Faculty,10.33462/jotaf.578962,drying_kinetics,False,no
Simulation Study on the Performance of an Enhanced Vapor-Injection Heat-Pump Drying System,"Dong, S. and Liu, Y. and Meng, Z. and Zhai, S. and Hu, K. and Zhang, F. and Zhou, D.",2022,Energies,10.3390/en15249542,heat_pump_drying,False,no
Improvements in drying technologies - Efficient solutions for cleaner production with higher energy efficiency and reduced emission,"Chojnacka, K. and Mikula, K. and Izydorczyk, G. and Skrzypczak, D. and Witek-Krowiak, A. and Moustakas, K. and Ludwig, W. and Kułażyński, M.",2021,Journal of Cleaner Production,10.1016/j.jclepro.2021.128706,dryer_design,False,no
Simulation of coffee fruit drying using computational fluid dynamics,"Amaral, R. and de Andrade, E.T. and Gomes, F.C. and Borém, F.M. and Lemos, I.A. and de Almeida Dias, C.",2018,Coffee Science,10.25186/cs.v13i4.1489,drying_kinetics,False,no
Thermophysical properties of parchment coffee: New Colombian varieties,"Duque-Dussán, E. and Sanz-Uribe, J.R. and Dussán-Lubert, C. and Banout, J.",2023,Journal of Food Process Engineering,10.1111/jfpe.14300,coffee_drying_stage,False,no
Modelling of a continuous veneer drying unit of industrial scale and model-based ANOVA of the energy efficiency,"Gradov, D.V. and Yusuf, Y.O. and Ohjainen, J. and Suuronen, J. and Eskola, R. and Roininen, L. and Koiranen, T.",2022,Energy,10.1016/j.energy.2021.122673,dryer_design,False,no
Study on the variable-temperature drying process of corn drying in an industrial corn-drying system equipped with a self-adaptive control heat exchanger,"Li, B. and Zeng, Z. and Zhang, X. and Zhang, Y.",2021,Applied Sciences (Switzerland),10.3390/app11062772,dryer_design,False,no
Sensory and physiological quality of arabic coffee under different fermentation times,"Do Carmo, K.B. and Do Carmo, J.C.B. and Krause, M.R. and Peterle, G.",2020,Bioscience Journal,10.14393/BJ-v36n2a2020-43255,coffee_processing,False,no
Viability of an Open-Loop Heat Pump Drying System in South African Climatic Conditions †,"Ngalonkulu, S.M. and Huan, Z.",2024,Energies,10.3390/en17102432,heat_pump_drying,False,no
A comprehensive review of heat pump wood drying technologies,"Gao, L. and Fix, A. and Seabourne, T. and Pei, Y. and Adegbaye, P. and Hwang, Y. and Yang, B. and Radermacher, R.",2024,Energy,10.1016/j.energy.2024.133241,heat_pump_drying,False,no
Different elevation affects the biochemical composition and regulatory patterns of polyphenol compounds in (Coffea arabica),"Zaman, S. and Li, Z. and Dong, Y. and Luo, G. and Shan, Z. and Zhang, C.",2025,Beverage Plant Research,10.48130/bpr-0025-0020,coffee_general,False,no
Sensory analysis of coffee dried with and without stirring,"Ribeiro, B.B. and de Medeiros Câmara, F.M. and Mendes, A.N.G. and da Silva, V.A. and Montanari, F.F.",2018,Coffee Science,10.25186/cs.v13i4.1472,coffee_drying_stage,False,no
NUMERICAL APPROACH FOR PREDICTION OF AIRFLOW BEHAVIOR IN COFFEE BEAN MONOLAYERS DURING DRYING PROCESS,"Bustos-Vanegas, J.D. and Aragón, L. and Gutiérrez-Guzmán, N. and Córdoba, N.",2022,Engenharia Agricola,10.1590/1809-4430-ENG.AGRIC.V42N2E20210205/2022,drying_kinetics,False,no
Mathematical modeling of coffee beans drying: addressing challenges of determining moisture ratio under natural conditions,"Romero Leiton, J.P. and Gomez, T.P.C. and Mesa-Mazo, M.J. and Eraso-Checa, F. and Lagos, C. and Sekkak, I.",2025,Coffee Science,10.25186/.v20i.2385,drying_kinetics,False,no
Recent Applications of Heat Pump Dryer for Drying of Fruit Crops: A Review,"Salehi, F.",2021,International Journal of Fruit Science,10.1080/15538362.2021.1911746,heat_pump_drying,False,no
Preservation of fruits through drying—A comprehensive review of experiments and modeling approaches,"Kilic, M. and Sahin, M. and Hassan, A. and Ullah, A.",2024,Journal of Food Process Engineering,10.1111/jfpe.14568,drying_kinetics,False,no
Bioclimatic analysis of three buildings for wet processing of coffee in Colombia,"Hernández, R.O. and Tinôco, I.F.F. and Carlo, J.C. and Saraz, J.A.O. and Torres, I.D.A.",2018,Revista Facultad Nacional de Agronomia Medellin,10.15446/rfnam.v71n3.64566,coffee_processing,False,no
Thermodynamic properties of water adsorption of Coffea arabica L. grains,"Dos Santos, S.G.F. and Almeida, V.G. and Cruz, D.R.C. and Rodovalho, R.S.",2020,Cientifica,10.15361/1984-5529.2020V48N4P302-310,drying_kinetics,False,no
Mathematical modeling of dehydration resistance of pericarp tissues and endosperm in fruits of Arabic coffee,"Dias, C.A. and de Andrade, E.T. and Lemos, I.À. and Borém, F.M. and Westerich, D.N. and da Silva, A.C.A.",2020,Coffee Science,10.25186/.v15i.1670,coffee_drying_stage,False,no
Computational fluid dynamics assessment of effect of different openings configurations on the thermal environment of a facility for coffee wet processing,"Hernandez, R.O. and Saraz, J.A.O. and Oliveira, K.S. and Aristizaba, I.D. and Arango, J.C.",2020,Journal of Agricultural Engineering,10.4081/jae.2020.892,coffee_processing,False,no
"The role of wet fermentation in enhancing coffee flavor, aroma and sensory quality","Elhalis, H. and Cox, J. and Frank, D. and Zhao, J.",2021,European Food Research and Technology,10.1007/s00217-020-03641-6,coffee_processing,False,no
Design and Development of Equipment forAgricultural Grains and Coffee Cherry,"Stanley, G. and Thufail, M. and Gopala, M. and Ali, S.M. and Tanappagol, P. and Anthony, J. and Hegde R. and Kodi S.K.S. and Rao G.",2024,AIP Conference Proceedings,10.1063/5.0195881,dryer_design,False,no
